,filename,caption,score,creation_time,unix_time,latitude,longitude
123,SNAP0125.JPG,a bathroom with a sink and a mirror,0.000841,2017-04-06 12:19:34,1491481174.0,34.0634689708,-118.358050266
124,SNAP0126.JPG,a kitchen with a refrigerator and a stove,3.5e-05,2017-04-06 12:20:04,1491481204.0,34.0634568287,-118.35810195
125,SNAP0127.JPG,a person is taking a picture of a bathroom .,5.9e-05,2017-04-06 12:20:34,1491481234.0,34.0633107163,-118.358080386
126,SNAP0128.JPG,a close up of a pair of scissors on a table,0.001595,2017-04-06 12:21:04,1491481264.0,34.063523858,-118.358315306
127,SNAP0129.JPG,a person is taking a picture of a bathroom mirror .,7.3e-05,2017-04-06 12:21:34,1491481294.0,34.0634920701,-118.358274391
128,SNAP0130.JPG,a woman standing in a room with a luggage bag .,1.5e-05,2017-04-06 12:22:04,1491481324.0,34.0634602822,-118.358233475
129,SNAP0131.JPG,a person taking a picture of their reflection in a mirror .,0.000144,2017-04-06 12:22:34,1491481354.0,34.0634284943,-118.35819256
130,SNAP0132.JPG,a man standing in front of a tv holding a game controller .,0.000396,2017-04-06 12:23:04,1491481384.0,34.0633967064,-118.358151644
131,SNAP0133.JPG,a man taking a picture of himself in a mirror .,0.001303,2017-04-06 12:23:34,1491481414.0,34.0633649185,-118.358110729
132,SNAP0134.JPG,a person is standing on a skateboard in a room .,0.000148,2017-04-06 12:24:04,1491481444.0,34.0633331306,-118.358069814
133,SNAP0135.JPG,a person standing on a skateboard in a room .,0.000583,2017-04-06 12:24:34,1491481474.0,34.0633013427,-118.358028898
134,SNAP0136.JPG,a man taking a picture of himself in a mirror .,0.002667,2017-04-06 12:25:04,1491481504.0,34.0632695548,-118.357987983
135,SNAP0137.JPG,a view of a street from a car window .,5e-06,2017-04-06 12:25:34,1491481534.0,34.0632377669,-118.357947067
136,SNAP0138.JPG,a close up of a person holding a nintendo wii controller,0.000164,2017-04-06 12:26:04,1491481564.0,34.063205979,-118.357906152
137,SNAP0139.JPG,"a black and white photo of a person ""s"" reflection in a mirror .",1.3e-05,2017-04-06 12:26:34,1491481594.0,34.0631741911,-118.357865237
138,SNAP0140.JPG,a room with a table and a tv,1.2e-05,2017-04-06 12:27:04,1491481624.0,34.0631424032,-118.357824321
139,SNAP0141.JPG,a computer screen with a keyboard and mouse,1.9e-05,2017-04-06 12:27:34,1491481654.0,34.0631106153,-118.357783406
140,SNAP0142.JPG,a white toilet sitting in a bathroom next to a window .,5.8e-05,2017-04-06 12:28:04,1491481684.0,34.0630788274,-118.35774249
141,SNAP0143.JPG,a picture of a person taking a picture of a mirror .,1.2e-05,2017-04-06 12:28:34,1491481714.0,34.0630470395,-118.357701575
142,SNAP0144.JPG,a white toilet sitting next to a white sink .,0.000581,2017-04-06 12:29:04,1491481744.0,34.0630152516,-118.35766066
143,SNAP0145.JPG,a close up of a white refrigerator in a kitchen,0.000131,2017-04-06 12:29:34,1491481774.0,34.0629834637,-118.357619744
144,SNAP0146.JPG,a white bed sitting next to a window .,7.4e-05,2017-04-06 12:30:04,1491481804.0,34.062524174,-118.357992096
145,SNAP0147.JPG,a close up of a keyboard and a mouse,0.000242,2017-04-06 12:30:34,1491481834.0,34.0617912521,-118.358415707
146,SNAP0148.JPG,"a bathroom with a sink , toilet and shower .",0.000157,2017-04-06 12:31:04,1491481864.0,34.061744962,-118.358366171
147,SNAP0149.JPG,a man standing in front of a refrigerator .,0.000464,2017-04-06 12:31:34,1491481894.0,34.0617505868,-118.358258752
148,SNAP0150.JPG,a bathroom with a toilet and a sink .,0.00022,2017-04-06 12:32:04,1491481924.0,34.0618859024,-118.358115585
149,SNAP0151.JPG,a laptop computer sitting on top of a wooden desk .,0.001014,2017-04-06 12:32:34,1491481954.0,34.0619440682,-118.358088137
150,SNAP0152.JPG,a small window with a light on it,7e-06,2017-04-06 12:33:04,1491481984.0,34.0618298052,-118.35822162
151,SNAP0153.JPG,"a bathroom with a shower , toilet and sink .",0.000193,2017-04-06 12:33:34,1491482014.0,34.0619732562,-118.358067836
152,SNAP0154.JPG,a person standing in front of a mirror in a bathroom .,2.4e-05,2017-04-06 12:34:04,1491482044.0,34.061959075,-118.357933651
153,SNAP0155.JPG,a view of a window from a window .,9e-06,2017-04-06 12:34:34,1491482074.0,34.062144554,-118.358172461
154,SNAP0156.JPG,a close up of a microwave on a table,9.8e-05,2017-04-06 12:35:04,1491482104.0,34.0622452328,-118.358310882
155,SNAP0157.JPG,a bathroom with a toilet and a shower .,0.000106,2017-04-06 12:35:34,1491482134.0,34.06254638,-118.358121918
156,SNAP0158.JPG,a kitchen with a refrigerator and a stove,8.9e-05,2017-04-06 12:36:04,1491482164.0,34.062540165,-118.358211185
157,SNAP0159.JPG,a mirror with a reflection of a man in it .,1.1e-05,2017-04-06 12:36:34,1491482194.0,34.0623346148,-118.358516235
158,SNAP0160.JPG,a close up of a dog on a bed,0.000878,2017-04-06 12:37:04,1491482224.0,34.0619181487,-118.35874547
159,SNAP0161.JPG,a black and white photo of a person standing in a room .,0.0,2017-04-06 12:37:34,1491482254.0,34.0633337225,-118.357980721
160,SNAP0162.JPG,a living room with a couch and a chair,5e-05,2017-04-06 12:38:04,1491482284.0,34.0630878444,-118.358004957
161,SNAP0163.JPG,a kitchen with a refrigerator and a sink,4.9e-05,2017-04-06 12:38:34,1491482314.0,34.0634401528,-118.357907641
162,SNAP0164.JPG,a person holding a toothbrush in their hand .,0.000219,2017-04-06 12:39:04,1491482344.0,34.0634596368,-118.357925196
163,SNAP0165.JPG,a large building with a clock on the side of it .,4.1e-05,2017-04-06 12:39:34,1491482374.0,34.0633972735,-118.357943304
164,SNAP0166.JPG,a person sitting on a bench in front of a building .,9.5e-05,2017-04-06 12:40:04,1491482404.0,34.063528884,-118.357923561
165,SNAP0167.JPG,a man standing in front of a mirror holding a camera .,7.4e-05,2017-04-06 12:40:34,1491482434.0,34.06336906,-118.357687175
166,SNAP0168.JPG,a woman taking a picture of herself in a mirror .,0.000825,2017-04-06 12:41:04,1491482464.0,34.0633394582,-118.357764072
167,SNAP0169.JPG,a cat sitting on a window sill next to a window .,0.000171,2017-04-06 12:41:34,1491482494.0,34.0634338028,-118.357947795
168,SNAP0170.JPG,a man standing in front of a window .,0.000405,2017-04-06 12:42:04,1491482524.0,34.06339325,-118.357967434
169,SNAP0171.JPG,a woman is taking a picture of herself in the mirror .,0.000368,2017-04-06 12:42:34,1491482554.0,34.0633450596,-118.357862785
170,SNAP0172.JPG,a bathroom with a sink and a mirror,0.000451,2017-04-06 12:43:04,1491482584.0,34.0634341512,-118.35774673
171,SNAP0173.JPG,a white toilet sitting next to a white sink .,0.000443,2017-04-06 12:43:34,1491482614.0,34.063607402,-118.3578328
172,SNAP0174.JPG,"a person ""s"" hand is holding a pair of scissors .",0.000123,2017-04-06 12:44:04,1491482644.0,34.0636051134,-118.357816703
173,SNAP0175.JPG,a clock mounted to the side of a wall .,0.000854,2017-04-06 12:44:34,1491482674.0,34.0636455254,-118.357897899
174,SNAP0176.JPG,a person taking a picture in a mirror,0.00198,2017-04-06 12:45:04,1491482704.0,34.063642594,-118.357855319
175,SNAP0177.JPG,a bathroom with a toilet and a sink .,0.000243,2017-04-06 12:45:34,1491482734.0,34.063635267,-118.357915361
176,SNAP0178.JPG,a close up of a person riding a surf board,0.00027,2017-04-06 12:46:04,1491482764.0,34.063660797,-118.357932551
177,SNAP0179.JPG,a man standing in front of a mirror in a bathroom .,0.00013,2017-04-06 12:46:34,1491482794.0,34.06357252,-118.357957543
178,SNAP0180.JPG,a white refrigerator freezer sitting inside of a kitchen .,0.00368,2017-04-06 12:47:04,1491482824.0,34.063516502,-118.357898195
179,SNAP0181.JPG,a view of a bathroom from the hallway .,1.9e-05,2017-04-06 12:47:34,1491482854.0,34.0635728798,-118.357879584
180,SNAP0182.JPG,a view of a city street at night .,0.000221,2017-04-06 12:48:04,1491482884.0,34.063653199,-118.357904464
181,SNAP0183.JPG,a room that has a bunch of lights on it,2.6e-05,2017-04-06 12:48:34,1491482914.0,34.063641722,-118.357902223
182,SNAP0184.JPG,a view of a window in a building .,1.5e-05,2017-04-06 12:49:04,1491482944.0,34.0636044826,-118.357785107
183,SNAP0185.JPG,a view of a train from the inside of a train station .,1e-06,2017-04-06 12:49:34,1491482974.0,34.063446738,-118.357654853
184,SNAP0186.JPG,a large building with a clock on the side of it .,3.1e-05,2017-04-06 12:50:04,1491483004.0,34.0633504086,-118.357788673
185,SNAP0187.JPG,a building with a large window in the background .,1.3e-05,2017-04-06 12:50:34,1491483034.0,34.063358088,-118.35808908
186,SNAP0188.JPG,a row of wooden chairs sitting next to each other .,0.000129,2017-04-06 12:51:04,1491483064.0,34.063269373,-118.358083959
187,SNAP0189.JPG,a view of a window from a window .,7e-06,2017-04-06 12:51:34,1491483094.0,34.0633067938,-118.358400168
188,SNAP0190.JPG,a train station with a train on the tracks .,7.5e-05,2017-04-06 12:52:04,1491483124.0,34.0633163036,-118.358886246
189,SNAP0191.JPG,a man riding a skateboard down a street .,0.004454,2017-04-06 12:52:34,1491483154.0,34.0636538762,-118.359086944
190,SNAP0192.JPG,a view of a city street with a traffic light .,3e-06,2017-04-06 12:53:04,1491483184.0,34.0639348234,-118.359132385
191,SNAP0193.JPG,a bathroom with a toilet and a shower .,0.000131,2017-04-06 12:53:34,1491483214.0,34.063882415,-118.359174024
192,SNAP0194.JPG,a street sign on a pole on a city street,6.3e-05,2017-04-06 12:54:04,1491483244.0,34.0638017386,-118.359200227
193,SNAP0195.JPG,a room with a bed and a window,1.5e-05,2017-04-06 12:54:34,1491483274.0,34.063542773,-118.359259348
194,SNAP0196.JPG,a window in a house with a window in the background .,5e-06,2017-04-06 12:55:04,1491483304.0,34.0634667842,-118.359484613
195,SNAP0197.JPG,a wooden bench sitting in front of a window .,0.000595,2017-04-06 12:55:34,1491483334.0,34.0635037042,-118.359657861
196,SNAP0198.JPG,a man taking a picture of himself in a mirror .,0.00042,2017-04-06 12:56:04,1491483364.0,34.0634703312,-118.359793469
197,SNAP0199.JPG,a white toilet sitting next to a white wall .,0.000119,2017-04-06 12:56:34,1491483394.0,34.0634206826,-118.359823128
198,SNAP0200.JPG,a large window with a window in the background,1.9e-05,2017-04-06 12:57:04,1491483424.0,34.0634649156,-118.359808483
199,SNAP0201.JPG,a person is taking a picture of a mirror .,1.5e-05,2017-04-06 12:57:34,1491483454.0,34.0635202512,-118.359782215
200,SNAP0202.JPG,a kitchen with a sink and a refrigerator,0.000199,2017-04-06 12:58:04,1491483484.0,34.063585963,-118.359680534
201,SNAP0203.JPG,a view of a hallway in a room .,7e-06,2017-04-06 12:58:34,1491483514.0,34.0634312444,-118.359523705
202,SNAP0204.JPG,a view of a hallway from a hallway .,4.1e-05,2017-04-06 12:59:04,1491483544.0,34.0632709352,-118.359412697
203,SNAP0205.JPG,a white toilet sitting next to a white sink .,0.000589,2017-04-06 12:59:34,1491483574.0,34.0630951762,-118.359303292
204,SNAP0206.JPG,a window with a door and a window,6e-06,2017-04-06 13:00:04,1491483604.0,34.0630713428,-118.359453544
